Text,Useful
@117088 Request you to please fill in the details in the link provided earlier and we'll look into this. ^MK,False
@115821 Apparently if you preorder something then move and update your address the preorder doesn't update automagically.  #lessonlearned?,True
"@AmazonHelp Details sent, haven't received any communication from your side",True
@AmazonHelp So what have you decided my dear @115850 @115821 ?? By this time you should've known the entire issue.I'm expecting a response from you,True
@sprintcare @115714 Bitch u a liar,True
@117991 Hi! Let's see what we can do to help you and your husband. Send us a PM. *KananiB,False
@AskPlayStation still not working,True
@115858 @AppleSupport APPLE WHY IS MY “I️’s” coming out as question marked boxes &amp; pounds ?! Fix it jeezus,True
@Ask_Spectrum Can i ask you guys a question?,True
@115940 I've been watching the world series in low def for pretty much the entire game. I'm on a wired connection on my gen 4 appletv,True
y'all gotta get rid of AMZL and try again @115821,True
@120676 Thank you for your patience. Please confirm the service status. Thank you. UO.,False
@AirbnbHelp Thank you! I will be back to you tomorrow.,True
@120263 Glad the issue was resolved. Thank you for keeping us posted. ^SB,False
@XboxSupport @117765 solution to this problem: get a fucking PS4.,True
@116072 really knows how to celebrate Halloween. I have basically no internet 😠 #centurylinksucks,True
"@117149 We'd rather give you treats than tricks, Sharon. Enjoy!",False
@AdobeCare ok,True
@XboxSupport I pre ordered The Scorpio edition the day of the announcement on Amazon and I'm worried that it won't come on release date.,True
@118571 Thank you. Someone should be in contact with you no later than tomorrow morning. -Becky,False
@116855 We're glad to hear that resolved the issue. Don't hesitate to reach out to us if you have any questions. Take care.,False
WHERES MY PC CASE AMAZON. Are loss memes organic.,True
"@Uber_Support on 10/29, my bank statement shows I was charged $23 for a trip that does not show up in the uber app and that I didn’t take.",True
@117854 That burrito will give you the necessary brain food. -Becky,False
"@120377 Hi Abbie, I'm afraid we don't fly there directly, but you can always fly to Atlanta and then get a connecting flight with Delta? Our sister company Virgin Holidays have some great packages too. https://t.co/N0SQ4nOf41 😀^N",False
@119058 Find out more info about Getting trip receipt here: https://t.co/mHNQLPUf5T,False
"@XboxSupport Yes! The console turn on but the TV keeps ""No signal"" :P",True
@118350 via this channel. Please call our Gift Card Servicing Team at 877-297-4438 for assistance.,False
@118949 Yay! *ABN,False
"@KFC_UKI_Help  please don't tell me this is a fried plaster in my
Chicken 🤢🤢🤢🤢😭😭😭 https://t.co/Z890yQmdIi",True
@120176 Awesome! Happy streaming ^MD,False
@XboxSupport Sigh thanks I guess,True
"https://t.co/OBiOirQ3iU

Are you feeling something good?🤔
Well👏🏽
So👏🏽
Am👏🏽
I👏🏽
But I hate my voice, so oh well. 😂
Check it.
#NewMusic ✌🏽❄️",True
@115873 @Uber_Support account-shubz Dharewa. Driver has CNG kit n I am not able to load my luggage. I am cancelling then u r charging. Unfair😒,True
@117268 That's frustrating – I'm sorry. Please let a manager know about this next time you're in so we can make amends. -Becky,False
"@hulu_support  still problems with World Series!
So much for the fix",True
@118355 We do not want this to happen and are eager to help. Reach out to us for more assistance here: https://t.co/hApLpMlfHN ^LM,False
@117594 @115714 Man fuck that lets leave tonight this phone shit got me spicy and ill fill yo tank up lets hit the road 🤷🏾‍♂️😂😂,True
"@117651 Is this happening only with certain applications? Meet up with us in a DM, we'll continue there. https://t.co/GDrqU22YpT",False
"@115908 Pilots, Potter, Pumpkins and Skeletons...oh my! They're all adorable.",False
@115778 Getting this error. Any advice? https://t.co/TBVg09v55I,True
@119352 Apologies. We'd like to check this for you. Kindly contact us here : https://t.co/GRw1yCHukd.^SY,False
"@AmericanAir You’re missing my point.  Numerous people tripped over the dog, not to mention anyone who might have been allergic.  When did you change your policy to allow any size dog into cabins for any/no reason?",True
@120324 We don't have access to your account over Twitter. Please share your details in the link and we'll be sure to help you. ^ZH,False
@115722 So there is no reimbursement for customer paying extra to be able to watch it? #verizon #Univision,True
@117177 You won't be able to revert the system to pre-iOS 11 but we can look into the issues. DM us and we'll get started. https://t.co/GDrqU22YpT,False
"@NortonSupport docomoMailはAndroidスマートホンでしか、閲覧しません。昨日、ドコモショップで店員がdocomoMailをブラウザで閲覧して見えなかったと言うことです。
GmailはいつもMacで受信していて、Androidスマートホンでは、受信できない状態です。",True
@Tesco Haddington: 6 x Mini Melton Mowbray Pies @ £1.00; 4 x Mini Melton Mowbray Pies on reduced shelf @ £1.04! #TesCon,True
"@119235 Hi Danny, we can get these refunded or exchanged for you. Can you DM us your full name, address and Clubcard number? 1/2",False
@117845 I'm sorry for this poor experience. We'd like to look into this. Please pass your details to us here: https://t.co/vQp02VsuI4 ^RR,False
@AirbnbHelp How did I get my credit? This is the 3rd notice!! https://t.co/KXgKfOJffs,True
@118364 @118363 @AppleSupport @907 Who the hell got this kind of time 😂😂,True
"@117289 Sorry! There isn't a way to roll back, but we're working on making changes. For help navigating: https://t.co/zS2PPOcsyE.",False
"@117290 That's where they need to be on, so check there (Home Screen&gt;Settings&gt;Captions&gt;Mode&gt;On: Always) if/when this happens again. 2/2",False
@118572 Bummer. Which location? -Tay,False
@118847 Wow! Thank you for sharing with us.  *HRO,False
"@116211 We can assist you via the secured link. We apologize for your wait.
^NHP",False
What's going on with the service in Chicago? When will it be back up? Cable and internet-@comcastcares @116136 #xfinityoutage,True
"@117487 Thank you, if you DM me your Nectar card number via this link I can get some points added for you and make sure this is fed back. Robbie https://t.co/MdMtnTlX6H",False
@115879 Thank you Lyft. I heart you,True
@117624 @117625 @117626 @117627 Kindly provide your mobile number for checks and assistance.  TT,False
"@118888 Maya, please confirm the product that you are using. ^Raj",False
Yah know... I'm really really really tired of @115714,True
"@TMobileHelp @115913 John, I am finally am back on T-Mobile. your team was great in helping me port back! Please note Zach R, Mariah D and Jason Y were great in helping me!",True
"@116138 Hello, let me look into that for you. Please DM your account information so we can research this further, thank you. -DP",False
"@118889 We got your back, Kyle. Just to clarify, are you getting any error messages when signing into your Microsoft account?",False
"@115714 you know, “all the networks are great now.”  What the fuck year is it, 2001? Fuck you and your shitty 3G one-bar. https://t.co/IkRazgHgS1",True
"@115781 Hi Jack, we're looping the expert back into this conversation. Thanks! ^AJ",False
@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,True
@118251 Great Question! You can read more about changing your appearance with Face ID here: https://t.co/etk4MmVSpa,False
@119698 I'd like to have a member of my team look into this with you! Please submit your information here: https://t.co/HO8C5vgcgW ^ME,False
If you think I’m going to cry over getting the wrong order of food delivered.... you’re absolutely right,True
@116827 what’s with charging 15¢ to non-customers for a roll of quarters!?  That’s ridiculous!  Definitely won’t ever be a customer there!,True
"@Tesco be seen or heard.

I alerted some staff because hey, ladies need to pee, there was an older woman there and also, my immunodeficient mother-",True
@115933 We've got the date circled on our calendar! Counting down the minutes until we can welcome you onboard. ^SL,False
"@118781 Oh no! If powering off your device and modem/router doesn't help, please contact us via phone or chat: https://t.co/6YdK7bvQN7.",False
"@120584 Hi, the reversal has been initiated to be completed within 2hours. Always use Safaricom app to stop a wrong transaction.^WK",False
Anyone who needs to book a flight for our wedding: DO IT NOW! Round trip only $85 with @AmericanAir 💍✈️,True
@118519 Can you confirm what iOS version you are running?,False
@120011 ...accommodated onto a new flight. 3/3,False
"@119740 Hello, we are in contract with the network and that will determine what is available. I do apologize. ~AT",False
@119291 My apologies for any issues you're currently having. I'd be happy to help anyway we can. Please DM your service p... https://t.co/qNyu4r7IRH,False
@115910 Go for it Trevor *ErikS,True
@117267 😍 Adorable! -Becky,False
#HappyHalloween! Try creating this 'wicked' awesome icon set. 🎃  https://t.co/v5nEOwnOtE https://t.co/a0BPlZGxMI,True
"@120034 When did you contact us? If you've received a reply, what insight were we able to provide? ^AR",False
@118009 Yahoo! Home stretch. -Becky,False
@646 just won money for a dance contest at the  @SouthwestAir gate -fun!! https://t.co/u1nWvceJbr,True
@120126 I appreciate your follow up. I would like to recommend speaking with our Citibank India Non-Resident Unit for additional options. They can be reached at 1 (800) CITI-NRI or (800) 248-4674 or at https://t.co/C3C49qosbg. Thank you . ^RS https://t.co/gvC4jAOA9c,False
"@sainsburys Oh bless you, thank you so much! It’s wallington, or purley way.  Or I’ll drive to wherever! They are so worth it!! X",True
@117019 Sorry to know that. Please follow the steps in the next link: https://t.co/lyTEIVBTBn Let us know the outcome!,False
@AskPlayStation how am I able to preload cod ww2??,True
@118925 Which carrier was assigned to deliver your package today? ^TN,False
"@AmericanAir Wife, not wide.",True
"@119551 Hey Mo, we no longer do the double up event in store, but we still have our partners :) Kind regards - Rhys",False
⚠️  We're currently investigating reports of playback trouble and login issues with a very high priority. We'll update here accordingly.,False
"@117220 Hi Clare, please accept our apologies for any  inconvenience the changing of your seat reservation has caused. ^L",False
@116787 Happy to take a look. Send us a DM (direct message) with your email address so we can connect.,False
@AirAsiaSupport Please find appended latest case no.(3rd one) with PIR. https://t.co/KyLHXaA328,True
"@119857 @118201 @AlaskaAir It's huge and awesome. Such an event. One monster hill but you can take it chill. It's a fun run. It's in May, a must do. 😀",True
@116144 We're sorry for the long wait. The next available agent will be with you as soon as possible.,False
"@Delta Hi @Delta, thanks so much for your timely &amp; sincere reply. This is part of the reason I remain a loyal #silvermedallion member. Your generous offer of 5K skymiles for both my wife &amp; I is accepted &amp; appreciated. Please reply or direct message me if you need contact details.",True
@AskPlayStation I sent a question.  Can you guys answer? Thanks,True
@AskLyft @119154 hi you've yet to refund me for the ride where the driver took me to the wrong location and grabbed my arm,True
"@AdobeCare Hey Madison how you doin? Good, me too. How I recolor things? And the right panel when I click develop keeps disappearing on me....",True
@115940 this new layout is the absolute worst. Flashy colors only further irritate me when my compiled list to watch was wiped out in favor of your new system. Why are you doing this to us?,True
@118713 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,False
@116524 2/2 sure to submit your feedback. ^BG,False
@SouthwestAir 🍻,True
@118416 Ick – that doesn't sound right. Please tell us more so we can dig into what went awry: https://t.co/Ax7W1Dx3Y9 -Becky,False
"@116825 Hello there, I saw your tweet. Do you need help with something specific? Pls let me know (no account number). ^NC https://t.co/q1oBDuYAdh",False
@120649 Oh no sorry about that. ^PA,False
"@118710 I'm sorry for the inconvenience.  Please see here: https://t.co/3gp9Udo7j5, for more info on accessing your invoice. ^LM",False
Hey @116136 if you could hurry up with gigabit internet that'd be great! I need more upload speed!,True
Uh we order @659 through @115877 and the guy didn’t fill the cups.... we paid for drinks but only got the cups.....,True
"Two free bags for every story. Book a seat and start yours. #175stories 
 https://t.co/PXBMZLCfBO",False
Wine hour @Kimpton ink48 (candy corn??!) https://t.co/ryByPeJLPR,True
@AskPlayStation But i didnt get email,True
@SouthwestAir I luh yall but what's the point of being early if we have to sit and wait on a gate? ijs...,True
"@118711 おはようございます。Amazonです。
ご注文確定済の場合には、注文履歴にて確認できますので、下記URLにてご確認ください。https://t.co/5Uadfd0Km8
なお、ご不明な点がありましたら、ご遠慮なくお知らせください(#^.^#)TY",False
"@119520 Apologies for the inconvience caused to you.Request you to visit some other Idea store,If you face same issue please write us back",False
.@XboxSupport is there a reason why hardware for the One is so incredibly cheap? Controller just randomly dies for no apparent reason.,True
@XboxSupport Dont solution nothing follow same,True
"@119360 Thank you for reaching out. We are here to help. Please DM us, and we will continue from there. https://t.co/GDrqU22YpT",False
@116062 You have a new team member starting tomorrow and called the wrong person about orientation! Someone DM me. We can't get in touch.,True
@120268 Sorry for the confusion! You can use this link instead; https://t.co/77nJ7fXUyU You can also DM us with your email address so we can assist!,False
can i get a quesarito for 3 bucks im broke and im in college @ChipotleTweets,True
@SouthwestAir Found the feedback site. https://t.co/93ICsVFByI Thanks! @SouthwestAir,True
@Delta Your website comment form makes return trip a required field set. That's a problem for asking questions about 1-way flights.,True
@116778 @115790 It not eas fault its your Internet or console that is always what I get told by them,True
"@119801 We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care",False
@115914 Yay for T-Mobile Tuesdays- lets's get you taken care of! Send a DM my way: https://t.co/jGtdfLsVbg *ErikaHoleman,False
@hulu_support I keep getting charged on my card and I don’t have an account with you? Please help,True
@AmazonHelp No card on file after 30 days. Refund send back to merchant. That's you.,True
hi @Tesco an answerphone message from your delivery driver ended with him saying 'fuck you' (he obviously thought he'd put the phone down),True
@AzureSupport hi! Azure AD has a limit under which it’s free. What happens if an org has two directories each under limit but together over?,True
"My @115877 app doesn't work ever, it won't let me order food. Keeps saying I need to confirm my phone number 🤦🏽‍♂️ ///",True
"@119311 Hi There,we has respond you via DM, see you there!- Anwar",False
@117488 Hi. We're here to help. Could you give us more details regarding your concern? Which device are you pertaining to? https://t.co/3qcAsLFkaY,False
"@119773 Please allow us an opportunity to win you back. We don’t want to lose you as our customer.Regards,
Shweta",False
"@118700 Hi, you can DM us your issue without us following you. ^KayJay",False
@119477 Oh no! Send us a DM and we'll see what we can do to fix it! *ErikS,False
@117139 I'm sorry to hear this! Please DM the tracking number and address if you need help with your package. ^MM https://t.co/wKJHDXWGRQ,False
@115939 Apologies for the difficulties! That was definitely not our intention. We'll absolutely pass on your feedback to our developers.,False
"@120651 It'll be the difference in price between the two tickets, staff onboard can assist. ^PA",False
@GoDaddyHelp any idea when you will have our website fixed? This is embarrassing on so many levels,True
".@Ask_Spectrum it's impossible for me to pay my bill if your web pages don't load. On that note, isn't making sure web pages load your job?",True
I guess my soccer player costume wasn't good enough for a $3 burrito @ChipotleTweets,True
"@119700 As you have provided your details, we have our team working on your issue, Gautam. (1/2)^SF",False
@AskPayPal I am 18,True
@120057 Sorry to hear you're having issues with your service. Please DM your account info so I can take a look. ^LS,False
"@118306 We wanted to reach out and apologize for the issues the other night. We experienced an outage, but it has now been resolved.",False
@116404 Hello. Just checking in to see if you are still experiencing DVR issues. -GO,False
@115770 恐れ入ります。至らない点も多々あるかとは存じますが、今後ともどうぞよろしくお願いします。ET,False
@ChipotleTweets my daughter &amp; I are omw #Boorito,True
@115765 @ATVIAssist please read it’s not working when I type in the right codes I really want the calling card y wont it let me do it https://t.co/1iApBybBcM,True
@idea_cares You can call me tomorrow at 12pm on 8369995342 or 8879384890,True
@Uber_Support how do you add a driver?,True
"@118025 Currently, the Note 8 does have Wi-Fi Calling. Send us a DM so we can provide you with the steps to activate it. -KW",False
"@AmericanAir Sent DM. Still no commitment to better staff training and improve web alert function. Sad this is one of our leading airlines. Might be better off with JAL, CX, etc.",True
@116398 recommend checking in at the airport. Sorry for the inconvenience this has caused. ^Jane 2/2,False
@115725  is garbage. My office phone hasnt worked right since September. Now the VM PW is suddenly rejected and after 2 weeks they still can’t fix it 🖕🖕🖕Verizon,True
@821 why do i have Uber Navigator Help charges to my account #Canada #unknowncharges #irritated,True
"@120496 We know you're ready to stretch out. We offer Main Cabin Extra, with more leg room: https://t.co/N9kHMrvr7b",False
"@AppleSupport my Apple TV works fine with my phone, but when playing videos on Mac air it stutters so much &amp; sound is still on Mac not tv?",True
@115900 Thanks for ruining the end of the #SJSharks game with your “weekly test.” Do it at fucking 3am when no one is watching anything.,True
"@ComcastCares
#mobile_CareXI no signal on my modem, please fix.",True
@118920 You would only be able to confirm gift card balances on the account it is redeemed on. ^JP,False
"@118605 Hi, Yudhi. Let's sort this out. Are you using Wi-Fi? Can you check your phone's date and time? Have you tried any troubleshooting?",False
"@117363 Hi, we don't have news about trhis game at the moment. We have not had pre-order stock available for ROI. Laurence.",False
"@116985 Yeah, buddy! Thanks for stopping by. -Becky",False
@Postmates_Help great delivery but a slight hiccup i ordered fried zucchini but I got ravioli instead,True
"@119430 Okay, can you DM your full name and email address and I will search our system for your file ^R",False
@118371 Find out more info about how are ratings determined here: https://t.co/kWptmPiR2h,False
"@116118 I am sorry to hear that Polly, however we would not offer a gesture for complaints of this nature. TY - Chris",False
@ChipotleTweets Update: got ‘em😛 https://t.co/f5vtZKYiUz,True
@120686 That's an interesting one! I'll surely pass along your feedback to the team concerned for review. ^HD,False
@120254 Please visit https://t.co/GvxBuIxUZL for data plan list. UO,False
@115911 I have a question.,True
"@117753 Hi, we’re sorry about this- is this happening with all images? Which version are you using? We’re here to help! ^Madison",False
"@marksandspencer @AldiUK @117260 @sainsburys @117249 @117246 @Morrisons @Tesco Hold your horses! There are others wanting a go too! :) Tho for marmalade sandwiches, you’d definitely win! #lovethebear",True
"@117148 Yeah, we know it's a bit corny, gem, but we're just trying to be sweet. Hope you're having a great time!",False
"@116193 Practice, my friend – it takes practice. I have faith in you! -Becky",False
"@116019 Hello, this does not sound good.  Can you DM the account name and complete service address? We would like to help.  -Dan",False
@118110 Here to help! Connect with us through https://t.co/zUe0dj6yoX and we'll be in touch.,False
"@119003 Good evening, let's take a look. Has this issue been reported prior to today? ^RMD",False
@AmazonHelp I will not contact ur supoort team.,True
"@117834 Aww... don't like ice cream, movies or free photo prints? Maybe we'll have something you'll like next week Jon! *KananiB",True
@ATVIAssist Thanks I Answered my own question,True
Help @116698 @115765 We are dropping places due to boosters. Please can you rectify the leaderboards. Many thanks https://t.co/AGFV0iuwCy,True
@117820 We'd recommend replying to them directly if you're unhappy with their response. 2/2 ^DaniH,False
"@116817 Hi, Lorenzo! Yes, children are able to sign up for Rapid Reward accounts. ^JB",False
@XboxSupport  https://t.co/cqlAtYCZdr,True
"@117137 We'd like to get you to the right area, please DM us. https://t.co/bEVlRVM6db",False
"@120418 Hi, I can help with your picture issue. Can you DM the name, address, and phone number on the account to us?-Sean",False
@117887 I do apologize for the inconvenience and I will be happy to help. Can you DM me your account number? -JP,False
@AppleSupport Still same thing smh,True
@115817 How can I have a package in transit returned to the shipper? I don't want the package.,True
@120261 We will look into it. 2/2 ^SB,False
@AskPayPal just received a payment confirmation from my Mum’s account to my email address! Massive breach of data protection!!!,True
@120520 we would be glad to see you as a member of Idea family. Please DM us your number and pin code. [1/2] https://t.co/LBfZgLCSfr,False
"@120518 Request you to remove your number from the post for security reasons.(2/2)
Rgds,
Darshan.",False
THERE WAS A FUCKING COCKROACH IN MY CHIPOTLE BOWL,True
@119365 We'd like to take a look at this with you. Let's continue our conversation in DM. https://t.co/GDrqU22YpT,False
"そういえば、電熱ヒーターもどきをAmazonで買ってたな。寒くなったし試すか。(´ω｀)

あったー😹えっ、…入らない😿

いや、でもヒーター部分は使えるかも❕❗❕

…縫い糸がケーブル貫通しとるやないかーい😂

まあ、400円だから…またなんか探そっと😸

皆さんも防寒対策お気をつけください🙋 https://t.co/b7tvSIEeGm",True
"@NortonSupport ノートンWi-Fiプライバシーをoffにしていると、XperiaのメーラーからMailは見えません。ブラウザからは問題なく見えます。
XperiaのGmailのメーラーに問題があるのかしら。",True
@AskTarget The iPad is what I was looking to purchase.  The ad is very misleading as to what items were included in the early access sale.,True
@119451 Sorry for the delay. Have you received the refund reference number? ^NS,False
@117376 Please DM me your tracking info so I can look into that for you. ^MC https://t.co/wKJHDXWGRQ,False
"@117028 Hi Anthony, I can look into this. Please DM us your full name and street address. Thanks. -Mary",False
@Delta I checked in for my flight that’s  tomorrow and I was moved seats. I was originally on the aisle. I’m hoping you can help?,True
We’re excited to announce the University of Cambridge is using Dropbox Business to power collaboration. https://t.co/SBIyDSyCDK https://t.co/3f69m3x5gF,True
@120577 Fantastic picture 😀 ^PA,False
"@115892 caused. We're unable to offer a complimentary upgrade, however we can quote an upgrade if you would like us to? ^Jane 2/2",False
When you go to chipotle and there out of guacamole and there out of forks so you have to eat with a spoon 😂 https://t.co/UC0aHJ66uN,True
@118918 insight on this issue. 2/2 ^SH,False
@118255 Here to help! Send us a note here; https://t.co/rOtqyWzf0B and our team will be able to assist!,False
@119605 we are terribly sorry for the inconvenience. Try uninstall and reinstall said app. It should be working fine =)- Mariya,False
$3 burritos and I’m nowhere near a @ChipotleTweets 🤦🏾‍♂️,True
@119893 Sure thing. When the time comes you can visit this link https://t.co/9ABiXqmY33. -KT,False
@Ask_Spectrum Just DM’d my phone. I don’t have a bill handy as it’s 1am.,True
@117767 Hello! Let's try going through the steps here: https://t.co/mqOAlFhV0f to see if that helps with your game.  ^RR,False
@AskPayPal Replied :),True
@118666 That's not cool. Where did you get this?,False
"fuck @AmericanAir $2,200 for a one way first class ticket n ur shit chairs don’t recline back nor foot rest raise up! Food was awful! 👎🏿☹️😤",True
"@ChipotleTweets thanks, Jen!",True
@AmazonHelp Hi. This is where I'm stuck. When will you initiate the pick up? https://t.co/bVTocnrC1k,True
I need @115877 but for trick or treating,True
@116269 Here to help! Send us a DM with your email address with more info so we can assist.,False
@ChipotleTweets can I dress up as myself and still qualify for a BOORITO?,True
"@120642 We're so sorry to hear this, Mark. Do you have travel insurance to cover your hotel and tours? ^Jane",False
"@115938 You're more than welcome. Any other questions, please dont hesitate to ask. Thanks ^SG",False
"@XboxSupport Ok, I'll do it when it next does it.",True
"@116476 Hello, Holly. I do apologize for the delay. Delays are never fun. They are working hard to get you in the air ASAP. As of now, your flight is estimated to depart at 5:45 pm and estimated to arrive at 8:46 pm. *TAC",False
"@XboxSupport Cortana recognizes it, but it doesn't work the same way. Specifically, I can't use it in some apps, such as Crunchyroll. Home &amp; Store work.",True
@AzureSupport i’ll send you DM,True
@118603 Hello there! Let's sort this out. Can you send us a screenshot of the exact error message that you received?,False
@117193 😒😒😒 mi plaga se llama Virgin Mobile. ¿Promociones? Básicamente me están robando.,True
"@119860 If it is on the web you can log in via gogo inflight and watch it.
 -Andre",False
"@117750 It happens when I draw small. I can enlarge the image, expand the path and then resize, but then I lose edibility…",True
@ChipotleTweets ok will do thank you,True
@AirAsiaSupport The case was not assisted accordingly. You can not price gouge when there are no alternatives.,True
@117165 Let's see what we can find for you today. Let's meet up in DM to gather some specifics and we'll proceed from there. https://t.co/GDrqU22YpT,False
@TacoBellTeam I appreciate you. ✊🏼,True
@AskeBay sure will do. Getting refunded by the sellers in the meantime.,True
Love these detailed updates from @115888 / @SpotifyCares - so great to download nearly 100MB of ???? each week or two! https://t.co/1s2FST7vuY,True
@Tesco hello! Bought a lasagne earlier - husband just opened it and it’s got mould on it. Manky!,True
@118363 @AppleSupport @118361 @907 Girl wtf?!?! Dis tew much 😰,True
Happy Halloween 🎃🌯@ChipotleTweets https://t.co/SNyGJoyBMk,True
@119712 We'll be happy to take a closer look. Send us a note via https://t.co/QDn91HzZV0 so our team can connect.,False
"@119403 While we can't access order or account details through social media, we'd still like to help! Please reach us directly via phone or chat so we can investigate: https://t.co/JzP7hlA23B ^CS",False
@116132 ask if you wish for any help or questions. We're here 24/7 and will respond as quickly as we can 2/2. ^Oliver,False
@TacoBellTeam Sorry just got my tracking number,True
"Holy smokes, @Kimpton! I just had the best #KimptonKarma customer support experience. What a gem! ❤️❤️❤️",True
@118172 Here to help! Please check the audio settings. Details here: https://t.co/vLszLuLTL1,False
"@Tesco Really Help, spent all our club card vouchers on Lego Land tonight for my sons birthday tomorrow and just found out it’s closed 😬",True
@119682 Strange. We'd love to get more information about this. Would you be able to DM us some examples so we can forward it? ^Y,False
"@119771 Thank you for the contact details, also share your pincode of pune to assist you further.

Regards,
Varsha",False
@XboxSupport did this a week ago and then worked fine again but has now broken again. Wolfenstein is really hard not being able to throw grenades 🤷🏼‍♀️,True
@119454 We'd like to help you with the cash back. Kindly get in touch with our support team here: https://t.co/rS49hgaADF ^AK,False
"@118105 Let's give the steps in this article a try, and keep us posted on the results please: https://t.co/xqiXha6yeB",False
@GloCare @117625 @117626 @117627 @48760 @117628 @53205 Glo couldn't give me a reply from first complaint from Jan 11 till May 2017. Glo is really fraudulent,True
@120613 I'm sorry for the delay with your order. Please reach out to our support team here: https://t.co/2t6DQoUmNZ for assistance.^RW,False
@116107 Apps are important and we want you to get back to enjoying them. Which model do you have? Is iOS 11.1 installed on it?,False
"@117435 Hey there! Don't worry, help's here. Can you DM us your account's email address? We'll take a look backstage /MT https://t.co/ldFdZRiNAt",False
"@117877 Hello! Thank you for contacting us, this is really concerning to us, please send us a DM to further assist you. -JG.",False
"well @ChipotleTweets $3 booritos, you really scared the shit out of my stomach... currently puking in the library’s bathroom👍🏼",True
@119835 That's very concerning. Please provide more details here: https://t.co/Ax7W1Dx3Y9 -Becky,False
"@119402 Yikes! What model number is your LG TV? Do any errors pop up when it crashes? For now, work through: https://t.co/HXpLyTU79x.",False
"@120369 Hi, we have been unable to reach you. DM us as soon as you are available.^TK",False
@VirginAtlantic I've had an automated response from that email saying Virgin Atlantic Customer Service would get back to me? X,True
"Amazonで頼んだ商品が届かないよぉ
追跡は配達完了になっておる
郵便局に電話したけどどーなるんだろ",True
@116364 Please also include the use by and batch code. Would it be okay to pass your details onto our supplier? . TY - Struan 4/4,False
"@116587 We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care",False
@119387 I'm glad we were able to hook you up! -Becky,False
@116769 They're good aren't they Luke! We've got into the spirit at the office here as well 🎃^E https://t.co/u39hSMu7F8,False
@British_Airways @118393 @118391 it is a joke. This company is crap and these people is useless and incompetente a part from liers and thieves,True
"@119857 @119858 @118201 Oh, it is! -Kimball",False
"@117229 Hello, Ron! Just checking in to see if you are still experiencing XFINITY HD service issues. -GO",False
@115714 wtf are you the shittiest service available omg,True
"@120155 We're awaiting for your response to resolve ur issue. Pls provide the same within next 24 hrs. Rgds, Idea Care",False
"@117438 That's not quite what we envisioned for the Hearth and Hand shopping experience. 😒 We apologize, DM us w/the location and what happened. https://t.co/bEVlRVM6db",False
@NortonSupport Xperiaからは、どんな条件でも、Macに管理させている、POPサーバ、IMAPサーバへデータが飛んできて、AppleMailで読めます。,True
@116099 We're here to help. Which exact iOS version is your device running? This info can be found under Settings &gt; General &gt; About.,False
@115723 What did we do to make you feel this way and how can we fix things between us? ^KMG,False
@116591 Absolutely! -KB,False
@117141 Can you try calling back and asking for the manager? We're so sorry the call was disconnected!,False
@Uber_Support Minimum fare rides lose money. Fix it.,True
"@118188 @118189 @118190 Hey there, we’re happy to pass on your suggestion. Can you DM us a few more details? Thanks!",False
@120373 Make payments by 5th Nov.^DN,False
"@Uber_Support just got kicked out of this guy’s car because he didn’t want to drive me home. Insult to injury, you charge me $7. #uberfail https://t.co/pJZuJmyyEj",True
updated to iOS 11.1 @AppleSupport and there's so many glitches and bugs I found inside the update,True
"@119793 https://t.co/vlvfJr4nN9 &gt; Login to your Amazon.in account &gt; Under 'Tell us more about your issue', (2/3) ^KA",False
@116105  We want to help.  Send us a DM letting us know if you are updated to iOS 11.1 https://t.co/GDrqU22YpT,False
@120089 I'm sorry to hear about this. We'd like to offer real-time troubleshooting. Please contact us here: https://t.co/hApLpMlfHN ^LR,False
"@120211 Apologies for the trouble. Please DM us your Idea number to assist you further.
Regards,
Darshan. https://t.co/LBfZgLCSfr",False
@VerizonSupport Yes,True
"@120156 We are sorry to see you go. DM us your contact number and elaborate on your concern so we will surely address it. Rgds,Pradnya https://t.co/LBfZgLCSfr",False
"@AppleSupport Before I got your reply, I stopped the downloads and tried again. I got this.. (image) restarting made no difference. https://t.co/oBHRi4UjXu",True
"@British_Airways Yes, but all our details were recorded wrong. Now corrected. Told case was at Gatwick but online says still trying to find.",True
"@AirAsiaSupport 3rd time in a row I have been told to submit PIR and asked for feedback ,no action on my damage compensation claim request rather same reply as if you have linked our mails with auto reply bot !!!!!!",True
@117706 Can these friends help? https://t.co/6Dc3jiaHLj -Becky,False
@115911    Who’s looking in your window at night https://t.co/gkUco6aO01,True
"@120211 Sorry for trouble. We want to inform you that, your concern has been addressed and suitable resolution has been communicated.",False
@118803 Please feel free to use the link provided to DM us. ^JG https://t.co/znUu1VJn9r,False
@ATVIAssist @116222 ^^this I wanna know as well,True
@XboxSupport week 2 licence wont' validate my minecraft for windows 10 https://t.co/GbY14vW0FP,True
"@VirginTrains Thanks, see it now. Real shame about how poor the new App is though.",True
